Abbreviation,Description,Reaction,GPR,Lower bound,Upper bound,Objective,Subsystem,References
r_1457,inositol-P-ceramide D (C24) [Golgi] SLIME rxn,s_0919  -> 0.942262 s_0892 + 0.284483 s_3742 + 0.368644 s_3744 ,,0,Inf,0,,
r_1458,inositol-P-ceramide D (C26) [Golgi] SLIME rxn,s_0922  -> 0.970316 s_0892 + 0.284483 s_3742 + 0.396698 s_3745 ,,0,Inf,0,,
r_1479,inositol phosphomannosylinositol phosphoceramide A (C24) [Golgi] SLIME rxn,s_0862  -> 1.29853 s_0859 + 0.284483 s_3742 + 0.368644 s_3744 ,,0,Inf,0,,
r_1480,inositol phosphomannosylinositol phosphoceramide A (C26) [Golgi] SLIME rxn,s_0865  -> 1.32658 s_0859 + 0.284483 s_3742 + 0.396698 s_3745 ,,0,Inf,0,,
r_1481,inositol phosphomannosylinositol phosphoceramide B' (C24) [Golgi] SLIME rxn,s_0874  -> 1.31453 s_0859 + 0.284483 s_3742 + 0.368644 s_3744 ,,0,Inf,0,,
r_1482,inositol phosphomannosylinositol phosphoceramide B' (C26) [Golgi] SLIME rxn,s_0877  -> 1.34258 s_0859 + 0.284483 s_3742 + 0.396698 s_3745 ,,0,Inf,0,,
r_1483,inositol phosphomannosylinositol phosphoceramide B (C24) [Golgi] SLIME rxn,s_0868  -> 1.31453 s_0859 + 0.284483 s_3742 + 0.368644 s_3744 ,,0,Inf,0,,
r_1484,inositol phosphomannosylinositol phosphoceramide B (C26) [Golgi] SLIME rxn,s_0871  -> 1.34258 s_0859 + 0.284483 s_3742 + 0.396698 s_3745 ,,0,Inf,0,,
r_1485,inositol phosphomannosylinositol phosphoceramide C (C24) [Golgi] SLIME rxn,s_0880  -> 1.33053 s_0859 + 0.284483 s_3742 + 0.368644 s_3744 ,,0,Inf,0,,
r_1486,inositol phosphomannosylinositol phosphoceramide C (C26) [Golgi] SLIME rxn,s_0883  -> 1.35858 s_0859 + 0.284483 s_3742 + 0.396698 s_3745 ,,0,Inf,0,,
r_1487,inositol phosphomannosylinositol phosphoceramide D (C24) [Golgi] SLIME rxn,s_0886  -> 1.34653 s_0859 + 0.284483 s_3742 + 0.368644 s_3744 ,,0,Inf,0,,
r_1488,inositol phosphomannosylinositol phosphoceramide D (C26) [Golgi] SLIME rxn,s_0889  -> 1.37458 s_0859 + 0.284483 s_3742 + 0.396698 s_3745 ,,0,Inf,0,,
r_1509,mannosylinositol phosphorylceramide B' (C24) [Golgi] SLIME rxn,s_1129  -> 1.07241 s_1114 + 0.284483 s_3742 + 0.368644 s_3744 ,,0,Inf,0,,
r_1510,mannosylinositol phosphorylceramide B' (C26) [Golgi] SLIME rxn,s_1132  -> 1.10046 s_1114 + 0.284483 s_3742 + 0.396698 s_3745 ,,0,Inf,0,,
r_1511,mannosylinositol phosphorylceramide C (C24) [Golgi] SLIME rxn,s_1135  -> 1.08841 s_1114 + 0.284483 s_3742 + 0.368644 s_3744 ,,0,Inf,0,,
r_1512,mannosylinositol phosphorylceramide C (C26) [Golgi] SLIME rxn,s_1138  -> 1.11646 s_1114 + 0.284483 s_3742 + 0.396698 s_3745 ,,0,Inf,0,,
r_1513,mannosylinositol phosphorylceramide A (C24) [Golgi] SLIME rxn,s_1117  -> 1.05641 s_1114 + 0.284483 s_3742 + 0.368644 s_3744 ,,0,Inf,0,,
r_1514,mannosylinositol phosphorylceramide A (C26) [Golgi] SLIME rxn,s_1120  -> 1.08446 s_1114 + 0.284483 s_3742 + 0.396698 s_3745 ,,0,Inf,0,,
r_1515,mannosylinositol phosphorylceramide B (C24) [Golgi] SLIME rxn,s_1123  -> 1.07241 s_1114 + 0.284483 s_3742 + 0.368644 s_3744 ,,0,Inf,0,,
r_1516,mannosylinositol phosphorylceramide B (C26) [Golgi] SLIME rxn,s_1126  -> 1.10046 s_1114 + 0.284483 s_3742 + 0.396698 s_3745 ,,0,Inf,0,,
r_1517,mannosylinositol phosphorylceramide D (C24) [Golgi] SLIME rxn,s_1141  -> 1.1044 s_1114 + 0.284483 s_3742 + 0.368644 s_3744 ,,0,Inf,0,,
r_1518,mannosylinositol phosphorylceramide D (C26) [Golgi] SLIME rxn,s_1144  -> 1.13246 s_1114 + 0.284483 s_3742 + 0.396698 s_3745 ,,0,Inf,0,,
r_3963,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) [cytoplasm] SLIME rxn",s_3545  -> 0.809028 s_0089 + 0.256429 s_3740 + 0.254413 s_3741 ,,0,Inf,0,,
r_3964,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) [cytoplasm] SLIME rxn",s_3547  -> 0.807012 s_0089 + 0.508826 s_3741 ,,0,Inf,0,,
r_3965,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) [cytoplasm] SLIME rxn",s_3549  -> 0.837082 s_0089 + 0.254413 s_3741 + 0.284483 s_3742 ,,0,Inf,0,,
r_3966,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) [cytoplasm] SLIME rxn",s_3551  -> 0.835066 s_0089 + 0.254413 s_3741 + 0.282467 s_3743 ,,0,Inf,0,,
r_3967,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) [cytoplasm] SLIME rxn",s_3553  -> 0.837082 s_0089 + 0.256429 s_3740 + 0.282467 s_3743 ,,0,Inf,0,,
r_3968,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) [cytoplasm] SLIME rxn",s_3555  -> 0.835066 s_0089 + 0.254413 s_3741 + 0.282467 s_3743 ,,0,Inf,0,,
r_3969,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) [cytoplasm] SLIME rxn",s_3557  -> 0.865136 s_0089 + 0.284483 s_3742 + 0.282467 s_3743 ,,0,Inf,0,,
r_3970,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) [cytoplasm] SLIME rxn",s_3559  -> 0.86312 s_0089 + 0.564934 s_3743 ,,0,Inf,0,,
r_3971,ergosteryl palmitoleate [endoplasmic reticulum membrane] SLIME rxn,s_3443  -> 0.633054 s_3709 + 0.254413 s_3741 ,,0,Inf,0,,
r_3972,ergosteryl oleate [endoplasmic reticulum membrane] SLIME rxn,s_3442  -> 0.661108 s_3709 + 0.282467 s_3743 ,,0,Inf,0,,
r_3975,palmitate [cytoplasm] SLIME rxn,s_1286  -> 0.255421 s_0694 + 0.256429 s_3740 ,,0,Inf,0,,
r_3976,palmitoleate [cytoplasm] SLIME rxn,s_1293  -> 0.253405 s_0694 + 0.254413 s_3741 ,,0,Inf,0,,
r_3977,stearate [cytoplasm] SLIME rxn,s_1449  -> 0.283475 s_0694 + 0.284483 s_3742 ,,0,Inf,0,,
r_3978,oleate [cytoplasm] SLIME rxn,s_1260  -> 0.281459 s_0694 + 0.282467 s_3743 ,,0,Inf,0,,
r_3979,"phosphatidyl-L-serine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3109  -> 0.733964 s_3710 + 0.256429 s_3740 + 0.254413 s_3741 ,,0,Inf,0,,
r_3980,"phosphatidyl-L-serine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3110  -> 0.731948 s_3710 + 0.508826 s_3741 ,,0,Inf,0,,
r_3981,"phosphatidyl-L-serine (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3111  -> 0.762018 s_3710 + 0.254413 s_3741 + 0.284483 s_3742 ,,0,Inf,0,,
r_3982,"phosphatidyl-L-serine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3112  -> 0.760002 s_3710 + 0.254413 s_3741 + 0.282467 s_3743 ,,0,Inf,0,,
r_3983,"phosphatidyl-L-serine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3113  -> 0.762018 s_3710 + 0.256429 s_3740 + 0.282467 s_3743 ,,0,Inf,0,,
r_3984,"phosphatidyl-L-serine (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3114  -> 0.760002 s_3710 + 0.254413 s_3741 + 0.282467 s_3743 ,,0,Inf,0,,
r_3985,"phosphatidyl-L-serine (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3115  -> 0.790072 s_3710 + 0.284483 s_3742 + 0.282467 s_3743 ,,0,Inf,0,,
r_3986,"phosphatidyl-L-serine (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3116  -> 0.788056 s_3710 + 0.564934 s_3743 ,,0,Inf,0,,
r_3988,"phosphatidylcholine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3207  -> 0.732035 s_3711 + 0.256429 s_3740 + 0.254413 s_3741 ,,0,Inf,0,,
r_3989,"phosphatidylcholine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3208  -> 0.730019 s_3711 + 0.508826 s_3741 ,,0,Inf,0,,
r_3990,"phosphatidylcholine (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3209  -> 0.744089 s_3711 + 0.254413 s_3741 + 0.284483 s_3742 ,,0,Inf,0,,
r_3991,"phosphatidylcholine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3210  -> 0.742074 s_3711 + 0.254413 s_3741 + 0.282467 s_3743 ,,0,Inf,0,,
r_3992,"phosphatidylcholine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3211  -> 0.760089 s_3711 + 0.256429 s_3740 + 0.282467 s_3743 ,,0,Inf,0,,
r_3993,"phosphatidylcholine (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3212  -> 0.758073 s_3711 + 0.254413 s_3741 + 0.282467 s_3743 ,,0,Inf,0,,
r_3994,"phosphatidylcholine (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3213  -> 0.772143 s_3711 + 0.284483 s_3742 + 0.282467 s_3743 ,,0,Inf,0,,
r_3995,"phosphatidylcholine (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3214  -> 0.770127 s_3711 + 0.564934 s_3743 ,,0,Inf,0,,
r_3997,"phosphatidylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3181  -> 0.689954 s_3712 + 0.256429 s_3740 + 0.254413 s_3741 ,,0,Inf,0,,
r_3998,"phosphatidylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3185  -> 0.687939 s_3712 + 0.508826 s_3741 ,,0,Inf,0,,
r_3999,"phosphatidylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3187  -> 0.718008 s_3712 + 0.254413 s_3741 + 0.284483 s_3742 ,,0,Inf,0,,
r_4000,"phosphatidylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3189  -> 0.715992 s_3712 + 0.254413 s_3741 + 0.282467 s_3743 ,,0,Inf,0,,
r_4001,"phosphatidylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3191  -> 0.718008 s_3712 + 0.256429 s_3740 + 0.282467 s_3743 ,,0,Inf,0,,
r_4002,"phosphatidylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3193  -> 0.715992 s_3712 + 0.254413 s_3741 + 0.282467 s_3743 ,,0,Inf,0,,
r_4003,"phosphatidylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3195  -> 0.746062 s_3712 + 0.284483 s_3742 + 0.282467 s_3743 ,,0,Inf,0,,
r_4004,"phosphatidylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3197  -> 0.744046 s_3712 + 0.564934 s_3743 ,,0,Inf,0,,
r_4006,"triglyceride (1-16:0, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",s_3011  -> 0.80532 s_3713 + 0.512858 s_3740 + 0.254413 s_3741 ,,0,Inf,0,,
r_4007,"triglyceride (1-16:0, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",s_3012  -> 0.833373 s_3713 + 0.512858 s_3740 + 0.282467 s_3743 ,,0,Inf,0,,
r_4008,"triglyceride (1-16:1, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",s_3013  -> 0.803304 s_3713 + 0.256429 s_3740 + 0.508826 s_3741 ,,0,Inf,0,,
r_4009,"triglyceride (1-16:1, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",s_3014  -> 0.831358 s_3713 + 0.256429 s_3740 + 0.254413 s_3741 + 0.282467 s_3743 ,,0,Inf,0,,
r_4010,"triglyceride (1-18:0, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",s_3015  -> 0.833373 s_3713 + 0.256429 s_3740 + 0.254413 s_3741 + 0.284483 s_3742 ,,0,Inf,0,,
r_4011,"triglyceride (1-18:0, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",s_3016  -> 0.861427 s_3713 + 0.256429 s_3740 + 0.284483 s_3742 + 0.282467 s_3743 ,,0,Inf,0,,
r_4012,"triglyceride (1-18:1, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",s_3017  -> 0.831358 s_3713 + 0.256429 s_3740 + 0.254413 s_3741 + 0.282467 s_3743 ,,0,Inf,0,,
r_4013,"triglyceride (1-18:1, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",s_3018  -> 0.859411 s_3713 + 0.256429 s_3740 + 0.564934 s_3743 ,,0,Inf,0,,
r_4014,"triglyceride (1-16:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3019  -> 0.803304 s_3713 + 0.256429 s_3740 + 0.508826 s_3741 ,,0,Inf,0,,
r_4015,"triglyceride (1-16:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3020  -> 0.831358 s_3713 + 0.256429 s_3740 + 0.254413 s_3741 + 0.282467 s_3743 ,,0,Inf,0,,
r_4016,"triglyceride (1-16:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3021  -> 0.801288 s_3713 + 0.763239 s_3741 ,,0,Inf,0,,
r_4017,"triglyceride (1-16:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3022  -> 0.829342 s_3713 + 0.508826 s_3741 + 0.282467 s_3743 ,,0,Inf,0,,
r_4018,"triglyceride (1-18:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3023  -> 0.831358 s_3713 + 0.508826 s_3741 + 0.284483 s_3742 ,,0,Inf,0,,
r_4019,"triglyceride (1-18:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3024  -> 0.859411 s_3713 + 0.254413 s_3741 + 0.284483 s_3742 + 0.282467 s_3743 ,,0,Inf,0,,
r_4020,"triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3025  -> 0.829342 s_3713 + 0.508826 s_3741 + 0.282467 s_3743 ,,0,Inf,0,,
r_4021,"triglyceride (1-18:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",s_3026  -> 0.857395 s_3713 + 0.254413 s_3741 + 0.564934 s_3743 ,,0,Inf,0,,
r_4022,"triglyceride (1-16:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",s_3027  -> 0.833373 s_3713 + 0.256429 s_3740 + 0.254413 s_3741 + 0.284483 s_3742 ,,0,Inf,0,,
r_4023,"triglyceride (1-16:0, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",s_3028  -> 0.861427 s_3713 + 0.256429 s_3740 + 0.284483 s_3742 + 0.282467 s_3743 ,,0,Inf,0,,
r_4024,"triglyceride (1-16:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",s_3029  -> 0.831358 s_3713 + 0.508826 s_3741 + 0.284483 s_3742 ,,0,Inf,0,,
r_4025,"triglyceride (1-16:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",s_3030  -> 0.859411 s_3713 + 0.254413 s_3741 + 0.284483 s_3742 + 0.282467 s_3743 ,,0,Inf,0,,
r_4026,"triglyceride (1-18:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",s_3031  -> 0.861427 s_3713 + 0.254413 s_3741 + 0.568965 s_3742 ,,0,Inf,0,,
r_4027,"triglyceride (1-18:0, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",s_3032  -> 0.889481 s_3713 + 0.568965 s_3742 + 0.282467 s_3743 ,,0,Inf,0,,
r_4028,"triglyceride (1-18:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",s_3033  -> 0.859411 s_3713 + 0.254413 s_3741 + 0.284483 s_3742 + 0.282467 s_3743 ,,0,Inf,0,,
r_4029,"triglyceride (1-18:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",s_3034  -> 0.887465 s_3713 + 0.284483 s_3742 + 0.564934 s_3743 ,,0,Inf,0,,
r_4030,"triglyceride (1-16:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3035  -> 0.831358 s_3713 + 0.256429 s_3740 + 0.254413 s_3741 + 0.282467 s_3743 ,,0,Inf,0,,
r_4031,"triglyceride (1-16:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3036  -> 0.859411 s_3713 + 0.256429 s_3740 + 0.564934 s_3743 ,,0,Inf,0,,
r_4032,"triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3037  -> 0.829342 s_3713 + 0.508826 s_3741 + 0.282467 s_3743 ,,0,Inf,0,,
r_4033,"triglyceride (1-16:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3038  -> 0.857395 s_3713 + 0.254413 s_3741 + 0.564934 s_3743 ,,0,Inf,0,,
r_4034,"triglyceride (1-18:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3039  -> 0.859411 s_3713 + 0.254413 s_3741 + 0.284483 s_3742 + 0.282467 s_3743 ,,0,Inf,0,,
r_4035,"triglyceride (1-18:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3040  -> 0.887465 s_3713 + 0.284483 s_3742 + 0.564934 s_3743 ,,0,Inf,0,,
r_4036,"triglyceride (1-18:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3041  -> 0.857395 s_3713 + 0.254413 s_3741 + 0.564934 s_3743 ,,0,Inf,0,,
r_4037,"triglyceride (1-18:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",s_3042  -> 0.885449 s_3713 + 0.8474 s_3743 ,,0,Inf,0,,
r_1542,(1->3)-beta-D-glucan exchange,s_0003  -> ,,0,Inf,0,,
r_1543,(1->3)-beta-D-glucan transport,s_0001  -> s_0002 ,,0,Inf,0,,
r_1545,(R)-carnitine exchange,s_0022  -> ,,0,Inf,0,,
r_1546,(R)-lactate exchange,s_0026  -> ,,0,Inf,0,,
r_1547,(R)-mevalonate exchange,s_0029  -> ,,0,Inf,0,,
r_1548,(R)-pantothenate exchange,s_0032  -> ,,0,Inf,0,,
r_1549,"(R,R)-2,3-butanediol exchange",s_0036  -> ,,0,Inf,0,,
r_1550,(S)-3-methyl-2-oxopentanoate exchange,s_0058  -> ,,0,Inf,0,,
r_1551,(S)-lactate exchange,s_0064  -> ,,0,Inf,0,,
r_1552,(S)-malate exchange,s_0067  -> ,,0,Inf,0,,
r_1553,1-(sn-glycero-3-phospho)-1D-myo-inositol exchange,s_0080  -> ,,0,Inf,0,,
r_1554,1-acylglycerophosphocholine exchange,s_0084  -> ,,0,Inf,0,,
r_1560,"1D-myo-inositol 1,3,4,5,6-pentakisphosphate diffusion",s_1156  -> s_1157 ,,0,Inf,0,,
r_1562,1D-myo-inositol 1-phosphate transport,s_0127  -> s_0126 ,,0,Inf,0,,
r_1563,2'-deoxyadenosine exchange,s_0133  -> ,,0,Inf,0,,
r_1564,2'-deoxyguanosine exchange,s_0135  -> ,,0,Inf,0,,
r_1565,2'-deoxyinosine exchange,s_0137  -> ,,0,Inf,0,,
r_1566,2'-deoxyuridine exchange,s_0139  -> ,,0,Inf,0,,
r_1567,2-dehydro-3-deoxy-D-arabino-heptonate7-phohsphate transport,s_0349  -> s_0350 ,,0,Inf,0,,
r_1568,2-dehydropantoate transport,s_0149  -> s_0150 ,,0,Inf,0,,
r_1572,2-isopropylmalate exchange,s_0163  -> ,,0,Inf,0,,
r_1573,2-isopropylmalate transport,s_0162  -> s_0163 ,,0,Inf,0,,
r_1574,2-isopropylmalate transport,s_0162  -> s_0164 ,YKL120W,0,Inf,0,,
r_1575,2-methyl-1-butanol transport,s_0169  -> s_0170 ,,0,Inf,0,,
r_1576,2-methyl-1-butanol transport,s_0169  -> s_0171 ,,0,Inf,0,,
r_1577,2-methylbutanal exchange,s_0167  -> ,,0,Inf,0,,
r_1578,2-methylbutanal transport,s_0166  -> s_0167 ,,0,Inf,0,,
r_1579,2-methylbutanal transport,s_0166  -> s_0168 ,,0,Inf,0,,
r_1580,2-methylbutanol exchange,s_0170  -> ,,0,Inf,0,,
r_1581,2-methylbutyl acetate exchange,s_0173  -> ,,0,Inf,0,,
r_1582,2-methylpropanal transport,s_0937  -> s_0938 ,,0,Inf,0,,
r_1583,2-methylpropanal transport,s_0937  -> s_0939 ,,0,Inf,0,,
r_1585,2-oxobutanoate transporter,s_0178  -> s_0179 ,,0,Inf,0,,
r_1586,2-oxoglutarate exchange,s_0181  -> ,,0,Inf,0,,
r_1587,2-oxoglutarate transport,s_0180  -> s_0183 ,,0,Inf,0,,
r_1588,2-oxoglutarate transport,s_0181  -> s_0180 ,,0,Inf,0,,
r_1589,2-phenylethanol exchange,s_0186  -> ,,0,Inf,0,,
r_1590,2-phenylethanol transport,s_0186  -> s_0185 ,,0,Inf,0,,
r_1591,2-phenylethanol transport,s_0187  -> s_0185 ,,0,Inf,0,,
r_1595,3-carboxy-4-methyl-2-oxopentanoate transport,s_0010  -> s_0011 ,,0,Inf,0,,
r_1596,3-methyl-2-oxopentanoate transport,s_0056  -> s_0060 ,,0,Inf,0,,
r_1597,3-methyl-oxopentanoate trasport,s_0058  -> s_0056 ,,0,Inf,0,,
r_1598,3-methylbutanal exchange,s_0235  -> ,,0,Inf,0,,
r_1599,3-methylbutanal transport,s_0234  -> s_0235 ,,0,Inf,0,,
r_1600,3-methylbutanal transport,s_0234  -> s_0236 ,,0,Inf,0,,
r_1601,3-octaprenyl-4-hydroxybenzoate transport,s_0215  -> s_0216 ,,0,Inf,0,,
r_1603,4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase,s_0300 + 2 s_0794  -> s_0270 + s_0775 + s_1322 ,YFL058W,0,Inf,0,,
r_1604,4-aminobenzoate exchange,s_0272  -> ,,0,Inf,0,,
r_1605,4-aminobenzoate transport,s_0271  -> s_0272 ,,0,Inf,0,,
r_1606,4-aminobenzoate transport,s_0271  -> s_0273 ,,0,Inf,0,,
r_1607,4-aminobutanal transport,s_0274  -> s_0275 ,,0,Inf,0,,
r_1608,4-aminobutyrate transport,s_0734  -> s_0738 ,,0,Inf,0,,
r_1609,4-hydroxy-2-oxoglutarate transport,s_0282  -> s_0283 ,,0,Inf,0,,
r_1610,4-hydroxy-2-oxoglutarate transport,s_0282  -> s_0284 ,,0,Inf,0,,
r_1611,4-hydroxybenzoate transport,s_0286  -> s_0287 ,,0,Inf,0,,
r_1613,5'-nucleotidase (AMP),s_0423 + s_0803  -> s_0386 + s_1322 ,,0,Inf,0,,
r_1614,5'-nucleotidase (dAMP),s_0584 + s_0803  -> s_0132 + s_1322 ,,0,Inf,0,,
r_1615,5'-nucleotidase (dCMP),s_0589 + s_0803  -> s_0610 + s_1322 ,,0,Inf,0,,
r_1616,5'-nucleotidase (dGMP),s_0615 + s_0803  -> s_0134 + s_1322 ,,0,Inf,0,,
r_1617,5'-nucleotidase (dTMP),s_0649 + s_0803  -> s_1322 + s_1493 ,,0,Inf,0,,
r_1618,5'-nucleotidase (dUMP),s_0654 + s_0803  -> s_0138 + s_1322 ,,0,Inf,0,,
r_1620,5'-nucleotidase (XMP),s_0803 + s_1565  -> s_1322 + s_1563 ,,0,Inf,0,,
r_1621,5-aminolevulinate exchange,s_0316  -> ,,0,Inf,0,,
r_1622,5-aminolevulinate transport,s_0315  -> s_0317 ,,0,Inf,0,,
r_1625,5-formyltetrahydrofolic acid exchange,s_0320  -> ,,0,Inf,0,,
r_1627,"7,8-diaminononanoate exchange",s_0342  -> ,,0,Inf,0,,
r_1628,"7,8-diaminononanoate transport",s_0342  -> s_0341 ,,0,Inf,0,,
r_1629,8-amino-7-oxononanoate exchange,s_0354  -> ,,0,Inf,0,,
r_1630,9H-xanthine exchange,s_0358  -> ,,0,Inf,0,,
r_1631,acetaldehyde exchange,s_0360  -> ,,0,Inf,0,,
r_1632,acetaldehyde transport,s_0361  -> s_0359 ,,0,Inf,0,,
r_1633,acetaldehyde transport,s_0360  -> s_0359 ,,0,Inf,0,,
r_1634,acetate exchange,s_0364  -> ,,0,Inf,0,,
r_1635,acetate transport,s_0362  -> s_0366 ,,0,Inf,0,,
r_1637,acetyl-CoA transport,s_0373  -> s_0377 ,,0,Inf,0,,
r_1638,acetylcarnitine transport,s_1237  -> s_1235 ,,0,Inf,0,,
r_1639,adenine exchange,s_0384  -> ,,0,Inf,0,,
r_1640,adenine transport,s_0383  -> s_0385 ,,0,Inf,0,,
r_1641,"adenosine 3',5'-bismonophosphate exchange",s_0391  -> ,,0,Inf,0,,
r_1642,"adenosine 3',5'-bisphosphate transport",s_0390  -> s_0392 ,YPR011C,0,Inf,0,,
r_1643,adenosine exchange,s_0387  -> ,,0,Inf,0,,
r_1644,ADP transport,s_0394  -> s_0398 ,,0,Inf,0,,
r_1645,ADP transport,s_0394  -> s_0395 ,,0,Inf,0,,
r_1647,"AKG transporter, peroxisome",s_0180  -> s_0184 ,,0,Inf,0,,
r_1648,allantoate exchange,s_0406  -> ,,0,Inf,0,,
r_1649,allantoin exchange,s_0408  -> ,,0,Inf,0,,
r_1650,trehalose exchange,s_1521  -> ,,0,Inf,0,,
r_1651,alpha-D-glucosamine 6-phosphate exchange,s_0413  -> ,,0,Inf,0,,
r_1652,alpha-ketoglutarate/malate transporter,s_0067 + s_0180  -> s_0066 + s_0181 ,,0,Inf,0,,
r_1654,ammonium exchange,s_0420  -> ,,0,Inf,0,,
r_1656,AMP transport,s_0425  -> s_0423 ,,0,Inf,0,,
r_1658,asparagine transport,s_0969  -> s_0971 ,YDR508C,0,Inf,0,,
r_1659,aspartate-glutamate transporter,s_0973 + s_0995  -> s_0976 + s_0991 ,,0,Inf,0,,
r_1660,ATP diffusion,s_0434  -> s_0438 ,,0,Inf,0,,
r_1661,ATP transport,s_0434  -> s_0435 ,,0,Inf,0,,
r_1664,bicarbonate formation,s_0460 + s_0807  -> s_0447 + s_0799 ,,0,Inf,0,,
r_1665,bicarbonate formation,s_0461 + s_0808  -> s_0448 + s_0800 ,,0,Inf,0,,
r_1668,bicarbonate formation,s_0458 + s_0805  -> s_0446 + s_0796 ,,0,Inf,0,,
r_1669,bicarbonate transport,s_0445  -> s_0448 ,,0,Inf,0,,
r_1671,biotin exchange,s_0452  -> ,,0,Inf,0,,
